,Population,Area_Suburban,Area_Urban,Children,Age,Income,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService_Fiber Optic,Phone,Multiple,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Tenure,Bandwidth_GB_Year,Email
2665,148,0.0,0.0,9,21,33765.05,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,0,0,0,1.0,1,1,0,1,0,1,2.82818,1092.512913,11
2666,6402,0.0,0.0,1,77,15205.14,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,1,1.0,1,1,0,1,1,1,6.71156,1200.461726,12
2667,414,1.0,0.0,1,38,32982.82,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0.0,1,0,0,0,0,1,5.25157,1069.18746,11
2668,12407,1.0,0.0,3,40,13139.33,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1.0,0,1,0,1,0,0,16.4299,1800.326325,15
2669,8483,0.0,1.0,1,58,48293.12,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0.0,1,0,1,0,1,1,7.896371,1725.323883,13
2670,702,0.0,0.0,1,56,83923.73,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1,0,1,0,1,0,15.06815,1516.686884,12
2671,6891,1.0,0.0,2,55,10487.07,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,1.0,0,1,0,0,1,1,3.700985,924.6142337,17
2672,218,1.0,0.0,0,45,25280.79,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,2,1,1,0.0,1,0,0,0,0,1,17.26451,2082.052634,10
2673,10818,1.0,0.0,2,22,58622.05,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,1,0,0,0.0,1,1,0,1,0,1,16.5852,2329.310551,11
2674,727,0.0,0.0,1,20,28051.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1.0,1,1,1,1,0,0,10.81514,1341.508482,17
2675,5587,1.0,0.0,3,50,70321.71,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,1.0,1,0,1,1,1,0,4.617824,967.8404944,10
2676,6210,1.0,0.0,2,63,16538.08,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,2,1,0,1.0,1,0,0,1,1,0,2.237975,492.0307787,12
2677,2243,0.0,0.0,0,34,27290.36,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1.0,1,0,0,0,0,1,12.14453,1289.426725,13
2678,778,0.0,1.0,1,83,60280.07,0.0,1.0,0.0,0.0,1.0,0.0,1,2,0,0,1,0,0.0,1,0,1,0,1,0,23.86996,2609.91314,12
2679,8759,0.0,0.0,2,62,21987.29,0.0,0.0,0.0,1.0,1.0,0.0,3,1,0,0,0,0,0.0,1,0,0,1,1,0,7.495281,968.8124201,14
2680,1833,1.0,0.0,4,60,23624.9,0.0,1.0,0.0,0.0,0.0,1.0,2,2,0,0,1,1,1.0,1,0,0,0,1,0,8.756923,964.5339675,10
2681,34791,0.0,0.0,0,18,46431.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,0.0,1,1,0,1,0,1,5.874949,1406.140722,14
2682,2371,0.0,0.0,2,19,58988.72,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,2,1,0,0.0,0,0,1,1,1,0,7.238006,1495.619695,12
2683,1509,0.0,1.0,5,25,67537.98,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,1,0,1,0,1,0,5.449246,1034.133433,11
2684,822,0.0,0.0,1,35,4480.29,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0.0,0,0,0,0,0,1,5.614074,1108.726166,9
2685,4869,1.0,0.0,0,55,57944.08,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,0,0,1.0,0,0,1,1,0,1,4.534721,761.9139877,12
2686,12695,0.0,0.0,4,25,80674.2,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,2,1,0,1.0,1,1,0,0,1,1,10.06395,1686.732783,12
2687,34,1.0,0.0,2,66,67090.95,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0,0,1.0,1,1,1,0,0,0,22.12945,2047.373281,19
2688,6917,0.0,0.0,0,82,22420.64,0.0,0.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,1.0,0,0,0,0,0,0,15.51392,1244.129071,14
2689,5060,1.0,0.0,1,23,75633.41,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,0,0,0.0,1,0,1,1,0,1,4.526424,1395.575443,13
2690,18465,0.0,1.0,1,42,18944.96,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,0,0,0,1.0,1,0,0,1,1,0,6.183692,981.2775952,14
2691,3104,0.0,1.0,0,66,8840.8,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1.0,1,0,1,1,1,1,17.27999,2074.948906,14
2692,49344,0.0,1.0,0,86,40316.05,0.0,1.0,0.0,0.0,1.0,0.0,2,0,1,1,0,0,1.0,1,0,0,1,1,0,3.628867,601.2192303,10
2693,19151,0.0,1.0,1,73,29693.07,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,1.0,1,0,0,1,0,0,4.888977,532.1499344,8
2694,3650,0.0,0.0,0,43,18677.06,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1.0,1,0,0,0,1,0,4.431604,542.7248776,12
2695,40005,0.0,0.0,1,83,18549.91,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1.0,1,1,0,0,1,1,8.377189,1133.808688,10
2696,6608,0.0,0.0,0,72,50263.94,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,1,0.0,1,1,1,0,0,1,21.09953,2540.062525,15
2697,9679,1.0,0.0,1,38,18967.02,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,1.0,1,1,1,1,0,1,1.989684,714.7114049,11
2698,19039,1.0,0.0,3,76,57675.63,0.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,0.0,1,1,0,0,0,1,17.55759,2258.203171,14
2699,10450,0.0,0.0,1,79,40279.05,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,2,0,0,1.0,1,1,1,1,0,0,10.55294,1119.402193,11
2700,19649,0.0,0.0,4,38,33868.71,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1.0,1,0,1,1,1,0,8.436679,1214.354546,12
2701,46589,0.0,0.0,1,51,48969.64,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1.0,1,0,0,0,0,1,15.2198,1429.845787,11
2702,17879,0.0,0.0,4,68,22041.71,0.0,0.0,0.0,1.0,1.0,0.0,3,0,0,0,1,1,1.0,0,0,1,0,0,1,9.436909,1150.114958,14
2703,2277,1.0,0.0,3,65,25491.07,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,1.0,1,1,0,0,0,1,13.50244,1544.180199,7
2704,1141,0.0,1.0,2,77,23705.5,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,0.0,1,0,0,1,1,0,1.717359,944.8425929,10
2705,7362,1.0,0.0,0,39,16680.61,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1.0,1,1,1,0,0,1,2.199825,518.7305953,10
2706,77,0.0,1.0,0,73,108960.7,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0.0,1,1,0,1,0,0,1.387769,617.6429974,13
2707,6282,1.0,0.0,4,51,18347.2,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,0.0,1,1,0,0,1,1,10.39542,1581.59431,11
2708,337,0.0,0.0,3,78,41305.01,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,1,1,0,1,0,1,9.026366,1146.502548,12
2709,692,1.0,0.0,0,66,66284.45,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,1,0,0.0,1,0,0,0,0,0,1.500082,155.5067148,14
2710,7186,0.0,0.0,3,38,68024.79,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,1,0,0,0,1,1,4.243723,1021.747631,14
2711,25792,0.0,1.0,1,47,53148.58,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,1.736879,374.332233,12
2712,0,1.0,0.0,5,53,20473.21,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1.0,1,1,1,0,1,0,7.359812,1170.830123,16
2713,40,1.0,0.0,1,59,11132.31,0.0,0.0,0.0,1.0,1.0,0.0,2,0,1,0,0,0,0.0,1,1,0,1,0,1,9.328119,1667.732624,10
2714,87,1.0,0.0,2,20,42461.74,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,2,0,0,0.0,1,0,1,1,0,1,17.98715,2047.681612,12
2715,44249,0.0,1.0,5,38,18437.44,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,1.0,1,0,1,1,1,0,25.68869,2790.931185,16
2716,1442,0.0,0.0,2,81,30615.01,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,2,1,1,1.0,0,0,0,1,0,1,16.21818,1620.352713,9
2717,3881,0.0,0.0,1,43,52633.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,1.0,1,1,0,1,1,0,9.499599,1193.771492,14
2718,16649,0.0,0.0,1,37,22641.64,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1.0,1,1,1,1,1,0,1.13143,730.8534585,11
2719,47974,1.0,0.0,3,30,19713.67,0.0,0.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,1.0,1,1,0,1,0,1,6.472433,1176.899402,11
2720,1656,0.0,1.0,0,19,34970.28,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,1,0,0.0,1,1,1,0,0,1,3.155929,1076.138741,13
2721,1538,0.0,0.0,0,82,19437.76,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,1,0,1.0,1,0,0,0,0,0,11.88503,868.8224639,16
2722,3141,0.0,1.0,2,31,23901.05,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,1,0,1,1.0,1,1,0,1,1,0,4.448953,977.9373731,16
2723,5931,0.0,1.0,4,30,23089.13,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,1.0,1,0,0,0,0,1,8.962034,1245.735579,9
2724,3256,0.0,0.0,5,37,45251.32,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,1,0,1.0,0,1,1,1,1,1,1.796113,1042.042108,12
2725,18213,1.0,0.0,0,84,52581.07,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1.0,1,1,1,0,0,1,2.972634,438.8374341,14
2726,1980,1.0,0.0,2,64,38850.73,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,1,1,0,1,1,1,10.22422,2017.913692,12
2727,1488,0.0,0.0,0,53,23117.3,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0.0,1,0,0,0,0,0,7.650642,1197.872957,9
2728,1319,1.0,0.0,0,54,5676.28,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1.0,1,1,1,1,1,1,2.945436,922.2317794,12
2729,4918,0.0,1.0,2,35,56144.7,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0,1,1.0,1,0,0,1,0,0,5.294527,723.6126048,12
2730,10692,0.0,1.0,2,25,34476.83,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1.0,1,1,0,0,1,0,6.128314,909.0225293,13
2731,266,1.0,0.0,5,49,39968.02,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,1,0,1.0,0,0,0,1,1,0,4.213099,839.1770355,10
2732,12404,0.0,1.0,1,55,33541.35,1.0,0.0,0.0,0.0,1.0,0.0,2,1,0,2,1,0,1.0,1,1,0,1,0,0,11.16116,1262.191241,10
2733,152,1.0,0.0,3,64,23584.78,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,2,0,0,0.0,1,1,1,1,1,0,23.22012,2884.562817,9
2734,10821,0.0,1.0,5,76,23841.62,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,0,1.0,1,0,0,0,0,1,13.81356,1438.080654,15
2735,190,0.0,1.0,1,84,7858.21,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,1.0,1,0,0,0,1,0,7.923777,807.0176026,7
2736,41454,0.0,0.0,4,63,30262.99,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,2,1,0,1.0,0,0,1,0,1,1,1.992273,818.8755109,12
2737,40828,0.0,0.0,3,51,31246.64,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,1.0,1,0,0,0,1,1,14.60084,1738.296024,11
2738,7885,1.0,0.0,1,74,23454.98,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1.0,1,0,1,1,1,1,6.512117,1107.738951,13
2739,4004,0.0,0.0,1,76,28125.61,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1.0,0,1,1,0,1,0,16.15139,1696.96925,8
2740,200,1.0,0.0,2,72,20465.98,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1.0,1,0,0,0,0,1,8.257765,825.6485531,10
2741,1406,1.0,0.0,1,81,22540.94,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0.0,1,0,0,0,0,1,7.193929,1087.358783,14
2742,23029,1.0,0.0,0,60,21497.29,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,2,0,0,1.0,1,1,0,0,1,1,8.527084,1322.914498,13
2743,16350,1.0,0.0,1,24,24700.6,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0,0,1.0,1,0,1,0,1,0,11.84082,1318.102379,12
2744,117,0.0,0.0,3,45,20319.77,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,1.0,0,0,0,0,1,1,3.660516,998.0643375,16
2745,3519,0.0,1.0,1,64,46273.12,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,0.0,1,0,1,0,1,0,12.22942,1718.405985,11
2746,141,0.0,1.0,2,72,34257.36,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,0,1,1.0,1,1,0,1,1,0,16.57284,1836.91871,9
2747,17923,0.0,1.0,4,28,49166.12,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,1.0,1,0,0,1,1,1,15.80736,2083.424243,11
2748,3988,0.0,1.0,1,27,34162.04,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,2,0,0,1.0,1,0,0,1,1,1,8.295192,1332.732935,10
2749,1419,0.0,1.0,0,60,66664.82,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1.0,1,1,1,0,1,1,11.38275,1636.428296,13
2750,748,1.0,0.0,1,77,40411.35,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1,1.0,1,0,1,0,1,1,6.780515,1158.10468,12
2751,182,0.0,0.0,4,18,70844.17,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1.0,1,1,0,0,1,0,8.27839,1169.714886,12
2752,49019,1.0,0.0,1,53,105396.3,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,0,1.0,1,0,0,1,1,1,9.151288,1369.012136,11
2753,4634,0.0,0.0,0,81,58049.87,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,1,1.0,1,1,1,0,1,0,1.835564,387.3140839,8
2754,1831,0.0,0.0,2,21,32423.61,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,2,1,0,0.0,1,1,1,0,0,1,10.44767,1810.906541,17
2755,672,0.0,1.0,0,37,115440.4,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,1,1,0,0,1,0,8.612474,1425.150573,11
2756,4993,1.0,0.0,1,21,9534.08,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,1,1.0,1,0,1,1,0,0,3.122125,631.6069096,12
2757,3275,1.0,0.0,0,45,16895.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0.0,1,1,0,0,0,1,10.49269,1601.994832,11
2758,674,0.0,1.0,1,50,23624.66,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,1.0,1,1,0,0,0,1,5.679237,895.0975786,10
2759,7900,0.0,1.0,0,30,41221.83,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1.0,1,1,0,0,0,0,1.050155,223.4765826,10
2760,4134,1.0,0.0,6,48,13332.2,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,1.0,1,1,0,0,0,0,10.68972,1221.300132,9
2761,4709,0.0,1.0,3,61,27065.38,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,2,1,0,1.0,1,1,0,1,1,0,2.210399,731.2638925,10
2762,5831,0.0,0.0,1,33,175137.3,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,1.0,1,1,0,0,1,1,18.2103,2150.497966,14
2763,52454,1.0,0.0,4,87,34193.65,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0.0,1,1,0,1,0,0,13.09427,1732.048832,10
2764,1554,0.0,1.0,4,29,23676.96,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,0,1.0,1,0,1,1,0,0,1.201025,540.3210772,15
2765,13,0.0,0.0,1,34,5189.69,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,2,1,0,1.0,1,1,0,0,0,1,6.246939,904.6029537,14
2766,10218,0.0,0.0,1,47,17430.05,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0,1,0,1.0,1,1,0,0,0,1,4.600047,649.075085,13
2767,4807,0.0,0.0,1,52,80678.93,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,0,0,0,1.0,1,0,0,1,1,0,9.30555,1204.289565,15
2768,3895,0.0,1.0,0,46,31249.18,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,18.55263,2274.334534,19
2769,563,0.0,1.0,2,82,35453.68,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0.0,1,0,1,0,1,0,13.12228,1711.957507,6
2770,12453,0.0,0.0,3,73,25946.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,2,1,0,0.0,0,0,0,0,0,0,10.51089,1287.261282,11
2771,1478,0.0,0.0,1,75,35334.17,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,0.0,1,1,1,1,0,1,12.81579,1813.141473,12
2772,16882,0.0,1.0,3,50,15826.38,0.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,0,1,1.0,1,1,1,1,0,0,11.16354,1326.083123,11
2773,398,0.0,1.0,4,22,21603.64,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,1,1,1,0,1,0,12.01983,2037.009094,18
2774,1702,0.0,0.0,0,74,51354.08,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1.0,1,0,0,1,0,1,6.021823,663.9805561,19
2775,151,1.0,0.0,1,83,17993.91,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,1,0.0,1,1,0,0,0,1,23.99384,2615.909854,15
2776,1131,0.0,0.0,2,33,25776.46,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,1,0.0,1,1,0,1,0,1,8.100668,1598.041286,8
2777,8112,0.0,0.0,0,87,18914.81,1.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,1,0,0.0,1,1,1,0,0,0,18.47356,2030.890872,14
2778,973,1.0,0.0,0,36,63735.08,0.0,0.0,1.0,0.0,0.0,0.0,0,2,0,1,0,0,0.0,1,0,1,0,1,0,14.62117,1595.672481,9
2779,2739,0.0,0.0,1,32,82308.64,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,1,1,0.0,1,1,0,0,1,0,12.95415,1461.63528,11
2780,803,0.0,0.0,1,33,9120.65,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,2,0,0,0.0,1,1,0,0,0,0,3.588245,452.390983,8
2781,4906,0.0,0.0,4,89,27485.23,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2,0,1,1.0,1,0,0,1,1,0,14.36866,1594.517874,18
2782,2119,0.0,1.0,3,86,73686.44,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0.0,1,0,0,1,0,0,6.30655,1165.890091,10
2783,114,0.0,0.0,2,88,58508.34,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,1,1,18.94429,2087.462333,12
2784,149,0.0,1.0,1,50,45196.73,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,1.0,1,0,0,1,1,0,3.474901,733.0960018,17
2785,28596,0.0,1.0,0,47,50520.8,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1.0,1,1,0,1,0,1,3.341126,694.2731917,15
2786,1193,0.0,1.0,10,78,29765.16,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0.0,1,0,1,0,1,0,4.761845,1290.636519,12
2787,497,0.0,1.0,1,59,18670.89,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,2,1,0,0.0,1,0,0,1,0,0,20.22924,2166.207365,12
2788,916,0.0,0.0,1,49,38764.7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,1,0,0.0,1,0,0,1,0,0,6.487048,655.1704765,9
2789,942,0.0,0.0,3,79,52141.38,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0,2,0,0,0.0,1,0,0,0,0,1,20.32585,1989.74777,11
2790,9111,0.0,1.0,2,56,62480.22,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,0.0,1,0,0,1,1,0,12.24637,1795.595369,17
2791,610,1.0,0.0,8,27,12031.44,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1.0,1,1,1,0,1,1,14.63647,2210.449566,16
2792,6818,0.0,0.0,2,83,51380.67,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1.0,1,0,1,1,0,1,4.833414,673.8697136,5
2793,359,0.0,0.0,3,82,29305.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,5.705638,602.0049206,7
2794,22201,0.0,0.0,0,52,8716.91,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1,1.0,1,0,0,1,0,1,12.55315,1357.88248,15
2795,1345,1.0,0.0,1,66,9423.78,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1.0,1,0,1,0,0,1,1.059865,380.7812664,9
2796,131,0.0,1.0,3,82,131511.8,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0.0,1,1,0,1,0,0,13.47613,1838.415776,7
2797,183,0.0,1.0,0,83,9396.05,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0.0,1,0,0,1,1,0,9.887746,991.6943982,8
2798,7,0.0,0.0,0,19,16764.77,0.0,0.0,1.0,0.0,0.0,0.0,3,0,1,1,1,0,0.0,1,1,1,1,0,0,6.853152,1313.391104,15
2799,648,0.0,0.0,4,34,17263.54,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,1.0,1,1,0,0,1,1,2.213342,1018.286618,14
2800,34305,0.0,1.0,2,76,61325.92,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,0,0,0,0,1,0,5.954975,1069.152457,12
2801,198,0.0,0.0,0,50,21098.34,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0.0,1,0,0,0,0,1,8.316193,921.8193418,10
2802,7415,0.0,1.0,0,36,108914.2,0.0,0.0,0.0,1.0,1.0,0.0,1,0,1,1,0,1,1.0,1,0,0,1,1,1,8.081086,1387.096942,13
2803,302,1.0,0.0,0,26,32202.44,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,1,1,0.0,1,0,1,0,1,1,5.000016,1481.311788,12
2804,1871,0.0,1.0,4,20,68517.92,0.0,0.0,1.0,0.0,0.0,0.0,2,2,0,2,1,0,0.0,1,0,0,0,1,1,3.469341,1376.444987,12
2805,10911,0.0,1.0,2,56,71588.69,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,2,0,0,1.0,0,0,1,0,1,1,7.874579,1215.186143,6
2806,33960,0.0,0.0,3,50,47120.5,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,1,0,0,1.0,1,0,0,0,0,0,11.70115,1131.849487,21
2807,393,1.0,0.0,2,37,14745.74,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,3.890319,993.4525617,14
2808,11342,0.0,1.0,2,57,30535.24,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,1,0.0,1,1,0,0,0,0,14.7867,1404.351494,12
2809,217,1.0,0.0,0,34,10092.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,11.71559,1283.330518,12
2810,21572,0.0,0.0,1,34,29321.34,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2,0,1,1.0,1,1,1,1,1,1,4.995373,1186.556596,15
2811,14318,0.0,0.0,0,34,21988.64,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,1.0,1,1,0,1,0,1,11.56278,1325.414246,17
2812,24780,1.0,0.0,2,40,152131.7,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,1.0,1,0,1,0,0,1,18.7404,1864.692477,9
2813,14687,0.0,0.0,2,52,27902.88,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,1.0,1,1,0,1,0,0,8.479465,1078.756333,15
2814,4350,0.0,0.0,2,60,32355.4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1.0,1,1,1,1,0,0,13.03957,1501.37548,10
2815,937,1.0,0.0,3,48,12804.98,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,2,0,1,1.0,1,1,1,1,1,0,4.99913,945.3922235,12
2816,302,0.0,0.0,3,27,6624.45,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,1,1,1.0,1,1,0,1,1,0,2.108436,702.1831409,10
2817,145,0.0,1.0,0,83,97763.56,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1.0,1,0,1,1,0,0,4.848049,458.1425479,9
2818,77,0.0,0.0,1,74,26735.83,0.0,0.0,0.0,1.0,1.0,0.0,1,3,1,1,1,0,1.0,1,0,0,0,0,0,14.06379,1271.791514,10
2819,3739,0.0,0.0,2,28,21837.62,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,1.0,1,1,0,0,1,1,12.67943,1829.634417,8
2820,338,0.0,0.0,8,50,7585.29,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0.0,1,1,0,0,0,1,11.2075,1977.058574,11
2821,3620,0.0,0.0,2,80,44055.54,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1.0,1,0,0,1,1,1,7.837878,1152.27854,16
